edition,product,version,checksum,date,dlnumber,url,filename,filetype,size,family
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for Citrix Hypervisor 13.1 Build 12.51,13.1 Build 12.51,SHA-256 - d0e637b443414dd887c747cae1afb3423091c41ae6c9c99c0177951db74dff29,"Dec 23, 2021",20185,https://secureportal.citrix.com/udl.asp?DLID=20185&URL=https://downloads.citrix.com/20185/NSVPX-XEN-13.1-12.51_nc_64.xva.gz,NSVPX-XEN-13.1-12.51_nc_64.xva.gz,gz,598M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for ESXi 13.1 Build 12.51,13.1 Build 12.51,SHA-256 - 81b8ed1c1e0ec1e087a7a0b256f28f2471ac9ab0e033cb5c7f110fda819d09ec,"Dec 23, 2021",20186,https://secureportal.citrix.com/udl.asp?DLID=20186&URL=https://downloads.citrix.com/20186/NSVPX-ESX-13.1-12.51_nc_64.zip,NSVPX-ESX-13.1-12.51_nc_64.zip,zip,661M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for Hyper-V 13.1 Build 12.51,13.1 Build 12.51,SHA-256 - 1c291575bd2b835d2e9bc22a3adb365030f24b4764bf741f731bf93590bf6c3b,"Dec 23, 2021",20188,https://secureportal.citrix.com/udl.asp?DLID=20188&URL=https://downloads.citrix.com/20188/NSVPX-HyperV-13.1-12.51_nc_64.zip,NSVPX-HyperV-13.1-12.51_nc_64.zip,zip,627M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC  VPX for KVM 13.1 Build 12.51,13.1 Build 12.51,SHA-256 - 0bb12417428c324103a4f618d9f5b6ae7ef865f47b2b22c04966a1115ab327b0,"Dec 23, 2021",20187,https://secureportal.citrix.com/udl.asp?DLID=20187&URL=https://downloads.citrix.com/20187/NSVPX-KVM-13.1-12.51_nc_64.tgz,NSVPX-KVM-13.1-12.51_nc_64.tgz,tgz,956M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC  VPX for GCP 13.1 Build 12.51,13.1 Build 12.51,SHA-256 - 8c9e1b850db4536a4958418d47909a3137e6a11345b4fc452fdf6bbab07c321d,"Dec 23, 2021",20189,https://secureportal.citrix.com/udl.asp?DLID=20189&URL=https://downloads.citrix.com/20189/NSVPX-GCP-13.1-12.51_nc.tar.gz,NSVPX-GCP-13.1-12.51_nc.tar.gz,gz,956M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC Upgrade Package - 13.1 Build 12.51 (nCore),13.1 Build 12.51,SHA-256 - 403a1eacd97214c80883be2950c04eed45bf02914011b679223ea916acfaa7f8,"Dec 23, 2021",20184,https://secureportal.citrix.com/udl.asp?DLID=20184&URL=https://downloads.citrix.com/20184/build-13.1-12.51_nc_64.tgz,build-13.1-12.51_nc_64.tgz,tgz,897M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for Citrix Hypervisor 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - 9d717afad4d217374921103a5d6a512e11080fabdabd344185a7cf043ad1886f,"Nov 22, 2021",20062,https://secureportal.citrix.com/udl.asp?DLID=20062&URL=https://downloads.citrix.com/20062/NSVPX-XEN-13.1-9.60_nc_64.xva.gz,NSVPX-XEN-13.1-9.60_nc_64.xva.gz,gz,586M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for ESXi 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - ea36393e22ff261237ff79fa9fe591da56c2293ba57b84c72f553483730fc8e6,"Nov 22, 2021",20063,https://secureportal.citrix.com/udl.asp?DLID=20063&URL=https://downloads.citrix.com/20063/NSVPX-ESX-13.1-9.60_nc_64.zip,NSVPX-ESX-13.1-9.60_nc_64.zip,zip,655M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for Hyper-V 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - 25b332bf50c6e3500922fbc92d7ae273238bed5fbc93991dba13b82bab2413b7,"Nov 22, 2021",20065,https://secureportal.citrix.com/udl.asp?DLID=20065&URL=https://downloads.citrix.com/20065/NSVPX-HyperV-13.1-9.60_nc_64.zip,NSVPX-HyperV-13.1-9.60_nc_64.zip,zip,597M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC  VPX for KVM 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - a1693a4c520fd5686fbc73b552eb7abe8d8573f3897d51501b943bd8eb059981,"Nov 22, 2021",20064,https://secureportal.citrix.com/udl.asp?DLID=20064&URL=https://downloads.citrix.com/20064/NSVPX-KVM-13.1-9.60_nc_64.tgz,NSVPX-KVM-13.1-9.60_nc_64.tgz,tgz,929M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC  VPX for GCP 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - c608c9e736a3158de589a4cabd84d068b0c08d85d736f1b51ef4af3d9c1bdf3f,"Nov 22, 2021",20066,https://secureportal.citrix.com/udl.asp?DLID=20066&URL=https://downloads.citrix.com/20066/NSVPX-GCP-13.1-9.60_nc.tar.gz,NSVPX-GCP-13.1-9.60_nc.tar.gz,gz,928M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC Upgrade Package - 13.1 Build 9.60 (nCore),13.1 Build 9.60,SHA-256 - 38cc140c91a2e41a291139097d05904199704a67511d4c6026f6e906246e0006,"Nov 22, 2021",20061,https://secureportal.citrix.com/udl.asp?DLID=20061&URL=https://downloads.citrix.com/20061/build-13.1-9.60_nc_64.tgz,build-13.1-9.60_nc_64.tgz,tgz,863M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for Citrix Hypervisor 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - 1d5028b004e05e1064cc23f113d25caef195d9e050673c2d94de48f2fe5cbc51,"Nov 14, 2021",20021,https://secureportal.citrix.com/udl.asp?DLID=20021&URL=https://downloads.citrix.com/20021/NSVPX-XEN-13.1-4.44_nc_64.xva.gz,NSVPX-XEN-13.1-4.44_nc_64.xva.gz,gz,598M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for ESXi 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - 2d6093d067b5f2df4cbcdc7b44f580e8f4c98b9d69e28575a7919dc2824f2f9f,"Nov 14, 2021",20022,https://secureportal.citrix.com/udl.asp?DLID=20022&URL=https://downloads.citrix.com/20022/NSVPX-ESX-13.1-4.44_nc_64.zip,NSVPX-ESX-13.1-4.44_nc_64.zip,zip,636M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC VPX for Hyper-V 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - 13b6d5a10c2800de6dea46cc02139bc2de732109e566ef750a06a23591421021,"Nov 14, 2021",20024,https://secureportal.citrix.com/udl.asp?DLID=20024&URL=https://downloads.citrix.com/20024/NSVPX-HyperV-13.1-4.44_nc_64.zip,NSVPX-HyperV-13.1-4.44_nc_64.zip,zip,602M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC  VPX for KVM 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - c169f41979c9288bfbae14ecd51afc32b42a939ddb6643022195425001c65a11,"Nov 14, 2021",20023,https://secureportal.citrix.com/udl.asp?DLID=20023&URL=https://downloads.citrix.com/20023/NSVPX-KVM-13.1-4.44_nc_64.tgz,NSVPX-KVM-13.1-4.44_nc_64.tgz,tgz,602M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC  VPX for GCP 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - 085535dac4fd755d0c533d2be2bc2c44e25952d9ce083be5aea6070aa87ce3f0,"Nov 14, 2021",20025,https://secureportal.citrix.com/udl.asp?DLID=20025&URL=https://downloads.citrix.com/20025/NSVPX-GCP-13.1-4.44_nc.tar.gz,NSVPX-GCP-13.1-4.44_nc.tar.gz,gz,601M,adc
Citrix ADC VPX Release 13.1 - Citrix,Citrix ADC Upgrade Package - 13.1 Build 4.44 (nCore),13.1 Build 4.44,SHA-256 - 8b0adaa6e7d9a1e95926f3090dbdb77b4f81a9ece2e2c329524f595b733cac31,"Nov 15, 2021",20020,https://secureportal.citrix.com/udl.asp?DLCID=20020&URL=https://downloads.citrix.com/20020/build-13.1-4.44_nc_64.tgz,build-13.1-4.44_nc_64.tgz,tgz,861M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Release 13.1 Build 21.50 (nCore),13.1 Build 21.50,SHA-256 - 2cc12a29eee03115eafb4581f8b18c3a0b5da6a55dfe9664c9bb579af29f547d,"Apr 13, 2022",20611,https://secureportal.citrix.com/udl.asp?DLID=20611&URL=https://downloads.citrix.com/20611/build-13.1-21.50_nc_64.tgz,build-13.1-21.50_nc_64.tgz,tgz,1000M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - ee3ccaccb6c5e5bccd205b8a30f50cb43db891b9f13501e6b08a304b691d2c1e,"Apr 13, 2022",20609,https://secureportal.citrix.com/udl.asp?DLID=20609&URL=https://downloads.citrix.com/20609/audserver_win-13.1-21.50.zip,audserver_win-13.1-21.50.zip,zip,388K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - 0ad567b9c55589c40ac777dc14ce5b4fca57a1de2fceafeea70bbd61d7fa7b7e,"Apr 13, 2022",20609,https://secureportal.citrix.com/udl.asp?DLID=20609&URL=https://downloads.citrix.com/20609/audserver_linux-13.1-21.50.i386.rpm,audserver_linux-13.1-21.50.i386.rpm,rpm,176K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - 7a1bcb8f380cf95441490298173a9a2fc8c199f40eced3a86ddc3b6568f8be1d,"Apr 13, 2022",20609,https://secureportal.citrix.com/udl.asp?DLID=20609&URL=https://downloads.citrix.com/20609/audserver_bsd-13.1_21.50.tgz,audserver_bsd-13.1_21.50.tgz,tgz,660K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - a96adc533bb5fb5e97a990ddc6ae5709eb11d24a34204b9173042cfdb836935f,"Apr 13, 2022",20610,https://secureportal.citrix.com/udl.asp?DLID=20610&URL=https://downloads.citrix.com/20610/nswl_win-13.1-21.50.zip,nswl_win-13.1-21.50.zip,zip,740K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - 63d0a9cd6b7bc8ff508cc77d62c6e45575435820a5e895cfbebd706a6edec1df,"Apr 13, 2022",20610,https://secureportal.citrix.com/udl.asp?DLID=20610&URL=https://downloads.citrix.com/20610/nswl_linux-13.1-21.50.i386.rpm,nswl_linux-13.1-21.50.i386.rpm,rpm,72K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,Weblog Clients for BSD,NONE,SHA-256 - f01adaebf5eae3c2c638d2202d8165d0b832ecad2375f3854c55047343b94514,"Apr 13, 2022",20610,https://secureportal.citrix.com/udl.asp?DLID=20610&URL=https://downloads.citrix.com/20610/nswl_bsd-13.1_21.50.tgz,nswl_bsd-13.1_21.50.tgz,tgz,84K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Feature Phase) 13.1 Build 21.50 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Feature Phase) 13.1-21.50 - Citrix,SDX Platform Software Bundle 13.1 Build 21.50,13.1 Build 21.50,SHA-256 - 1d9e28cb895adc31e9825c07495eac880a9c8b3514bb647706bf7f4e6f4cde93,"Apr 13, 2022",20605,https://secureportal.citrix.com/udl.asp?DLID=20605&URL=https://downloads.citrix.com/20605/build-sdx-13.1-21.50.tgz,build-sdx-13.1-21.50.tgz,tgz,1.4 GB,adc
Citrix ADC CPX Release (Feature Phase) 13.1 Build 21.50 - Citrix,Citrix ADC CPX Docker Image 13.1 Build 21.50,13.1 Build 21.50,SHA-256 - 6e6d235faef8ca8580e8507f9d8c205734c77e25c65c20875758573111a7d280,"Apr 13, 2022",20606,https://secureportal.citrix.com/udl.asp?DLID=20606&URL=https://downloads.citrix.com/20606/cpx-ns_13.1-21.50.gz,cpx-ns_13.1-21.50.gz,gz,1.1G,adc
Citrix ADC BLX image 13.1 Build 21.50 - Citrix,Citrix ADC BLX deb Image 13.1 Build 21.50,13.1 Build 21.50,SHA-256 - 8554ac2c59062869c66ff6263c734cb06bcbfc0c3685a4ac99edd4d9d331f718,"Apr 13, 2022",20607,https://secureportal.citrix.com/udl.asp?DLID=20607&URL=https://downloads.citrix.com/20607/blx-deb-13.1-21.50.tar.gz,blx-deb-13.1-21.50.tar.gz,gz,103M,adc
Citrix ADC BLX image 13.1 Build 21.50 - Citrix,Citrix ADC BLX rpm Image 13.1 Build 21.50,13.1 Build 21.50,SHA-256 - 34f011ee9588422f9a334c346bd15f6b1ca58e9fc18ae7d42700c82f67d59f96,"Apr 13, 2022",20608,https://secureportal.citrix.com/udl.asp?DLID=20608&URL=https://downloads.citrix.com/20608/blx-rpm-13.1-21.50.tar.gz,blx-rpm-13.1-21.50.tar.gz,gz,130M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Release 13.1 Build 4.44 (nCore),13.1 Build 4.44,SHA-256 - 8b0adaa6e7d9a1e95926f3090dbdb77b4f81a9ece2e2c329524f595b733cac31,"Nov 15, 2021",20020,https://secureportal.citrix.com/udl.asp?DLID=20020&URL=https://downloads.citrix.com/20020/build-13.1-4.44_nc_64.tgz,build-13.1-4.44_nc_64.tgz,tgz,861M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - e1e910ea7d6fdf2ac1ee4a2427c82160a4de19a543906b91ea18c7ac4b0cedc8,"Nov 15, 2021",20018,https://secureportal.citrix.com/udl.asp?DLID=20018&URL=https://downloads.citrix.com/20018/audserver_win-13.1-4.44.zip,audserver_win-13.1-4.44.zip,zip,376K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - 51429c072eb08d7cb42bbd171d337af0ae8e8481247349dbc6cc72cadad4dbff,"Nov 15, 2021",20018,https://secureportal.citrix.com/udl.asp?DLID=20018&URL=https://downloads.citrix.com/20018/audserver_linux-13.1-4.44.i386.rpm,audserver_linux-13.1-4.44.i386.rpm,rpm,172K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - bd060e9f7ef0e6f6408291007e02db5cdeb644441066eba4536175ed0ff1210b,"Nov 15, 2021",20018,https://secureportal.citrix.com/udl.asp?DLID=20018&URL=https://downloads.citrix.com/20018/audserver_bsd-13.1_4.44.tgz,audserver_bsd-13.1_4.44.tgz,tgz,648K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - 319518c94d81537abb5166726e7018cf0b13980a3f4e8bfb0e93d71c5352f888,"Nov 15, 2021",20019,https://secureportal.citrix.com/udl.asp?DLID=20019&URL=https://downloads.citrix.com/20019/nswl_win-13.1-4.44.zip,nswl_win-13.1-4.44.zip,zip,724K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - d182122c2418506c4c66969d5c54b2fb52cc5cfed78c6245e952aac4f88b7c00,"Nov 15, 2021",20019,https://secureportal.citrix.com/udl.asp?DLID=20019&URL=https://downloads.citrix.com/20019/nswl_linux-13.1-4.44.i386.rpm,nswl_linux-13.1-4.44.i386.rpm,rpm,68K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Weblog Clients for BSD,NONE,SHA-256 - ec35fae7252e9f755a646d03a24973d0a0e5691eb4cbf62b8af70d64e1ebc7b3,"Nov 15, 2021",20019,https://secureportal.citrix.com/udl.asp?DLID=20019&URL=https://downloads.citrix.com/20019/nswl_bsd-13.1_4.44.tgz,nswl_bsd-13.1_4.44.tgz,tgz,84K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Feature Phase) 13.1-4.43 - Citrix,SDX Platform Software Bundle 13.1 Build 4.43,13.1 Build 4.43,SHA-256 - bc6e36ea8a5ee647a2d39e747ad62cca0d6e00692510fa7c31034a227f788354,"Sep 18, 2021",19639,https://secureportal.citrix.com/udl.asp?DLCID=19639&URL=https://downloads.citrix.com/19639/build-sdx-13.1-4.43.tgz,build-sdx-13.1-4.43.tgz,tgz,1.4 GB,adc
Citrix ADC CPX Release (Feature Phase) 13.1 Build 4.43/4.44 - Citrix,Citrix ADC CPX Docker Image 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - d1d2ac9ee7087a894a9e8f317ff693e9eb26547a368c79d6212e9c3f909b4500,"Nov 15, 2021",20051,https://secureportal.citrix.com/udl.asp?DLID=20051&URL=https://downloads.citrix.com/20051/cpx-ns_13.1-4.44.gz,cpx-ns_13.1-4.44.gz,gz,916M,adc
Citrix ADC BLX image 13.1 Build 4.43/4.44 - Citrix,Citrix ADC BLX deb Image 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - b9c24521d904ed5bdb67b7ecbee03138bdc86ef370abfd20ba31c740f7464743,"Nov 15, 2021",20052,https://secureportal.citrix.com/udl.asp?DLID=20052&URL=https://downloads.citrix.com/20052/blx-deb-13.1-4.44.tar.gz,blx-deb-13.1-4.44.tar.gz,gz,87M,adc
Citrix ADC BLX image 13.1 Build 4.43/4.44 - Citrix,Citrix ADC BLX rpm Image 13.1 Build 4.44,13.1 Build 4.44,SHA-256 - d0afc247afcab79176200def517a82b3736cf3124f1ce88e7ba3fbe1425b8605,"Nov 15, 2021",20053,https://secureportal.citrix.com/udl.asp?DLID=20053&URL=https://downloads.citrix.com/20053/blx-rpm-13.1-4.44.tar.gz,blx-rpm-13.1-4.44.tar.gz,gz,106M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Release 13.1 Build 9.60 (nCore),13.1 Build 9.60,SHA-256 - 38cc140c91a2e41a291139097d05904199704a67511d4c6026f6e906246e0006,"Nov 22, 2021",20061,https://secureportal.citrix.com/udl.asp?DLID=20061&URL=https://downloads.citrix.com/20061/build-13.1-9.60_nc_64.tgz,build-13.1-9.60_nc_64.tgz,tgz,863M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - 255e538a57d104b9c7a74532a24b7367caf45e9d8c088502f3ca8b93dab0c02d,"Nov 22, 2021",20059,https://secureportal.citrix.com/udl.asp?DLID=20059&URL=https://downloads.citrix.com/20059/audserver_win-13.1-9.60.zip,audserver_win-13.1-9.60.zip,zip,376K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - b8f673929bb65199cb9183807353a8ad0eee42a8604622ec4a46f187cc8cf283,"Nov 22, 2021",20059,https://secureportal.citrix.com/udl.asp?DLID=20059&URL=https://downloads.citrix.com/20059/audserver_linux-13.1-9.60.i386.rpm,audserver_linux-13.1-9.60.i386.rpm,rpm,172K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - ea4df997b7f5564581c43ec010502507b82b79d390b21de063f8172cc7bcb607,"Nov 22, 2021",20059,https://secureportal.citrix.com/udl.asp?DLID=20059&URL=https://downloads.citrix.com/20059/audserver_bsd-13.1_9.60.tgz,audserver_bsd-13.1_9.60.tgz,tgz,648K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - 7ccbdec4bee590b0573a180826718038241530030050eba10b90452a518fb4bc,"Nov 22, 2021",20060,https://secureportal.citrix.com/udl.asp?DLID=20060&URL=https://downloads.citrix.com/20060/nswl_win-13.1-9.60.zip,nswl_win-13.1-9.60.zip,zip,724K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - 892a8dc909df03ae62ae9650e06878b58b047c2b97b234ad31e38e83553e6a6f,"Nov 22, 2021",20060,https://secureportal.citrix.com/udl.asp?DLID=20060&URL=https://downloads.citrix.com/20060/nswl_linux-13.1-9.60.i386.rpm,nswl_linux-13.1-9.60.i386.rpm,rpm,68K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,Weblog Clients for BSD,NONE,SHA-256 - 9ab9b8c428411701471a2125449118b3440afedc11e140bcaa6c23af3d2fe4f2,"Nov 22, 2021",20060,https://secureportal.citrix.com/udl.asp?DLID=20060&URL=https://downloads.citrix.com/20060/nswl_bsd-13.1_9.60.tgz,nswl_bsd-13.1_9.60.tgz,tgz,84K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Feature Phase) 13.1 Build 9.60 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Feature Phase) 13.1-9.60 - Citrix,SDX Platform Software Bundle 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - 5d3329033221b1cb9d4df5c9888672b8a45ec2755edaf0b0b5f78aa03d3c27bc,"Nov 22, 2021",20055,https://secureportal.citrix.com/udl.asp?DLID=20055&URL=https://downloads.citrix.com/20055/build-sdx-13.1-9.60.tgz,build-sdx-13.1-9.60.tgz,tgz,1.4 GB,adc
Citrix ADC CPX Release (Feature Phase) 13.1 Build 9.60 - Citrix,Citrix ADC CPX Docker Image 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - cb7e590678879d24966ea5b606744fbb0b684425106a0c59d442767cb6968824,"Nov 22, 2021",20056,https://secureportal.citrix.com/udl.asp?DLID=20056&URL=https://downloads.citrix.com/20056/cpx-ns_13.1-9.60.gz,cpx-ns_13.1-9.60.gz,gz,1.1G,adc
Citrix ADC BLX image 13.1 Build 9.60 - Citrix,Citrix ADC BLX deb Image 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - 20233410c712d08b0cb8d21f130c6e91ac02ee5a7036b8060fe1acb2ef809699,"Nov 22, 2021",20057,https://secureportal.citrix.com/udl.asp?DLID=20057&URL=https://downloads.citrix.com/20057/blx-deb-13.1-9.60.tar.gz,blx-deb-13.1-9.60.tar.gz,gz,85M,adc
Citrix ADC BLX image 13.1 Build 9.60 - Citrix,Citrix ADC BLX rpm Image 13.1 Build 9.60,13.1 Build 9.60,SHA-256 - 8f46494a6fdec1322cee91316451497ee55957e78351a17fb01f1193853e4339,"Nov 22, 2021",20058,https://secureportal.citrix.com/udl.asp?DLID=20058&URL=https://downloads.citrix.com/20058/blx-rpm-13.1-9.60.tar.gz,blx-rpm-13.1-9.60.tar.gz,gz,105M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 12.50/12.51 - Citrix,Release 13.1 Build 12.51 (nCore),13.1 Build 12.51,SHA-256 - 403a1eacd97214c80883be2950c04eed45bf02914011b679223ea916acfaa7f8,"Dec 24, 2021",20184,https://secureportal.citrix.com/udl.asp?DLID=20184&URL=https://downloads.citrix.com/20184/build-13.1-12.51_nc_64.tgz,build-13.1-12.51_nc_64.tgz,tgz,897M,adc
Citrix ADC Release (Feature Phase) 13.1 Build 12.50/12.51 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - 8c639fb0f6c6c0d45ecf702a78673c8c9272ae428d7cdcad0feb0695c67fd163,"Dec 24, 2021",20182,https://secureportal.citrix.com/udl.asp?DLID=20182&URL=https://downloads.citrix.com/20182/audserver_win-13.1-12.51.zip,audserver_win-13.1-12.51.zip,zip,388K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 12.50/12.51 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - a798c966ca8e935a4da8a8c8b6e094fc3a7e69ad3238125f8a9a6b21b1b01d33,"Dec 24, 2021",20182,https://secureportal.citrix.com/udl.asp?DLID=20182&URL=https://downloads.citrix.com/20182/audserver_linux-13.1-12.51.i386.rpm,audserver_linux-13.1-12.51.i386.rpm,rpm,176K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 12.50/12.51 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - 71d759e4ace988e5e5a4c0d5b0d2164c29af0691acdecb53a4323c5790f9f7f3,"Dec 24, 2021",20182,https://secureportal.citrix.com/udl.asp?DLID=20182&URL=https://downloads.citrix.com/20182/audserver_bsd-13.1_12.51.tgz,audserver_bsd-13.1_12.51.tgz,tgz,672K,adc
Citrix ADC Release (Feature Phase) 13.1 Build 12.50/12.51 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - 54d43c7da6557334174d049a8c811d823d293436ca73194d322a5e94e653db84,"Dec 24, 2021",20183,https://secureportal.citrix.com/udl.asp?DLID=20183&URL=https://downloads.citrix.com/20183/nswl_win-13.1-12.51.zip,nswl_win-13.1-12.51.zip,zip,740K,adc
