edition,product,version,checksum,date,dlnumber,url,filename,filetype,size,family
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Hyper-V 13.0 Build 61.48,13.0 Build 61.48,SHA-256 - 2cbe51e61d88a6daccc845710a7fd39c44f35ec3f02bc8a392fe209bbe40cd04,"Jul 27, 2020",18276,https://secureportal.citrix.com/udl.asp?DLID=18276&URL=https://downloads.citrix.com/18276/NSVPX-HyperV-13.0-61.48_nc_64.zip,NSVPX-HyperV-13.0-61.48_nc_64.zip,zip,533 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for KVM 13.0 Build 61.48,13.0 Build 61.48,SHA-256 - 4a07ecfbf27dad9178653ca9242b6b36afecc460df8edbaa163723dd5644d368,"Jul 27, 2020",18277,https://secureportal.citrix.com/udl.asp?DLID=18277&URL=https://downloads.citrix.com/18277/NSVPX-KVM-13.0-61.48_nc_64.tgz,NSVPX-KVM-13.0-61.48_nc_64.tgz,tgz,681 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for GCP 13.0 Build 61.48,13.0 Build 61.48,SHA-256 - 3a403d8dd7c56423e43ddcc2736dbd69ca4d7e2ae9839ea594691246bfc87102,"Jul 27, 2020",18279,https://secureportal.citrix.com/udl.asp?DLID=18279&URL=https://downloads.citrix.com/18279/NSVPX-GCP-13.0-61.48_nc.tar.gz,NSVPX-GCP-13.0-61.48_nc.tar.gz,gz,681 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC Upgrade Package - 13.0 Build 61.48 (nCore),13.0 Build 61.48,SHA-256 - 2e8c95d672ee54c8be059272c9941b6bffcd8211dd45cf49372340569dff1496,"Jul 27, 2020",18273,https://secureportal.citrix.com/udl.asp?DLID=18273&URL=https://downloads.citrix.com/18273/build-13.0-61.48_nc_64.tgz,build-13.0-61.48_nc_64.tgz,tgz,779 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Citrix Hypervisor 13.0 Build 58.32,13.0 Build 58.32,SHA-256 - fca9688c67929787ddc83c7f7ad881721d5c2c546025eca5fdfc742be9f9297e,"Jul 6, 2020",18052,https://secureportal.citrix.com/udl.asp?DLID=18052&URL=https://downloads.citrix.com/18052/NSVPX-XEN-13.0-58.32_nc_64.xva.gz,NSVPX-XEN-13.0-58.32_nc_64.xva.gz,gz,532 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for ESXi 13.0 Build 58.32,13.0 Build 58.32,SHA-256 - cbc8f1db14c3674d92bb7a8add45879c6a704f1407990d494e844b5236def340,"Jul 6, 2020",18051,https://secureportal.citrix.com/udl.asp?DLID=18051&URL=https://downloads.citrix.com/18051/NSVPX-ESX-13.0-58.32_nc_64.zip,NSVPX-ESX-13.0-58.32_nc_64.zip,zip,550 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Hyper-V 13.0 Build 58.32,13.0 Build 58.32,SHA-256 - 3665909ac47284a3cc15efa8a36d2a7d5a5938505552fee5420a8f117bfa31b0,"Jul 6, 2020",18050,https://secureportal.citrix.com/udl.asp?DLID=18050&URL=https://downloads.citrix.com/18050/NSVPX-HyperV-13.0-58.32_nc_64.zip,NSVPX-HyperV-13.0-58.32_nc_64.zip,zip,536 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for KVM 13.0 Build 58.32,13.0 Build 58.32,SHA-256 - 7b6a1a5f76d830ff358de78a93072500720351e0a03ceafed615acd456973457,"Jul 6, 2020",18049,https://secureportal.citrix.com/udl.asp?DLID=18049&URL=https://downloads.citrix.com/18049/NSVPX-KVM-13.0-58.32_nc_64.tgz,NSVPX-KVM-13.0-58.32_nc_64.tgz,tgz,535 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for GCP 13.0 Build 58.32,13.0 Build 58.32,SHA-256 - d37b75a1fda40d9950be33c0a21c7f81f5581ddf37dfc6633a1c23bad2f30296,"Jul 6, 2020",18054,https://secureportal.citrix.com/udl.asp?DLID=18054&URL=https://downloads.citrix.com/18054/NSVPX-GCP-13.0-58.32_nc.tar.gz,NSVPX-GCP-13.0-58.32_nc.tar.gz,gz,535 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC Upgrade Package - 13.0 Build 58.32 (nCore),13.0 Build 58.32,SHA-256 - 63a43c51fc2a1696dcbde3d72953cff5d373f0ea8ec9f3fbc394d501dc876c32,"Jul 6, 2020",18053,https://secureportal.citrix.com/udl.asp?DLID=18053&URL=https://downloads.citrix.com/18053/build-13.0-58.32_nc_64.tgz,build-13.0-58.32_nc_64.tgz,tgz,775 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Citrix Hypervisor 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - 38037d8d2c2d46f72e0dbb65bcd3db86ed41bd820cc7fb87eb9e0fd202a31585,"Mar 24, 2020",17199,https://secureportal.citrix.com/udl.asp?DLID=17199&URL=https://downloads.citrix.com/17199/NSVPX-XEN-13.0-52.24_nc_64.xva.gz,NSVPX-XEN-13.0-52.24_nc_64.xva.gz,gz,504 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for ESXi 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - 3961d12a602b17b08f6c2e2efbc183bde5dea408ed752a4f434ef96a87ffae0c,"Mar 24, 2020",17200,https://secureportal.citrix.com/udl.asp?DLID=17200&URL=https://downloads.citrix.com/17200/NSVPX-ESX-13.0-52.24_nc_64.zip,NSVPX-ESX-13.0-52.24_nc_64.zip,zip,543 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Hyper-V 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - aef3aa21eea735058826750507973203a1abe3eb00af17b56363a62bc518ff27,"Mar 24, 2020",17201,https://secureportal.citrix.com/udl.asp?DLID=17201&URL=https://downloads.citrix.com/17201/NSVPX-HyperV-13.0-52.24_nc_64.zip,NSVPX-HyperV-13.0-52.24_nc_64.zip,zip,502 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for KVM 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - 78d2c4cffc21ada76527a9c1863123412e8bd907d1bc58b9496e6065bfce0468,"Mar 24, 2020",17202,https://secureportal.citrix.com/udl.asp?DLID=17202&URL=https://downloads.citrix.com/17202/NSVPX-KVM-13.0-52.24_nc_64.tgz,NSVPX-KVM-13.0-52.24_nc_64.tgz,tgz,516 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for GCP 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - ccc2c451ef4ba9959d4297e800dee4a4ad9a1065b2f21d0d217a5226c1bf27a9,"Mar 24, 2020",17203,https://secureportal.citrix.com/udl.asp?DLID=17203&URL=https://downloads.citrix.com/17203/NSVPX-GCP-13.0-52.24_nc.tar.gz,NSVPX-GCP-13.0-52.24_nc.tar.gz,gz,515 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC Upgrade Package - 13.0 Build 52.24 (nCore),13.0 Build 52.24,SHA-256 - c4fa188836668f8921a1345513a85c50e5d20bd6f7ccd95a3e564e814293ff4f,"Mar 24, 2020",17198,https://secureportal.citrix.com/udl.asp?DLID=17198&URL=https://downloads.citrix.com/17198/build-13.0-52.24_nc_64.tgz,build-13.0-52.24_nc_64.tgz,tgz,779 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Citrix Hypervisor 13.0 Build 47.24,13.0 Build 47.24,SHA-256 - dc31ca16e69a1638a4730f23e104abac22d891f502f32bde83bbe09e504d55cb,"Jan 23, 2020",17098,https://secureportal.citrix.com/udl.asp?DLID=17098&URL=https://downloads.citrix.com/17098/NSVPX-XEN-13.0-47.24_nc_64.xva.gz,NSVPX-XEN-13.0-47.24_nc_64.xva.gz,gz,507 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for ESXi 13.0 Build 47.24,13.0 Build 47.24,SHA-256 - 2b06c916c9b29a94938dd28ade0e6b955aa0d8c8fcb5fd9e673026801058e540,"Jan 23, 2020",17099,https://secureportal.citrix.com/udl.asp?DLID=17099&URL=https://downloads.citrix.com/17099/NSVPX-ESX-13.0-47.24_nc_64.zip,NSVPX-ESX-13.0-47.24_nc_64.zip,zip,545 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC VPX for Hyper-V 13.0 Build 47.24,13.0 Build 47.24,SHA-256 - c4da4bd1b28228b9c7c2332340b5774e3d02d176ddee3937f753abe3691e2b89,"Jan 23, 2020",17101,https://secureportal.citrix.com/udl.asp?DLID=17101&URL=https://downloads.citrix.com/17101/NSVPX-HyperV-13.0-47.24_nc_64.zip,NSVPX-HyperV-13.0-47.24_nc_64.zip,zip,511 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for KVM 13.0 Build 47.24,13.0 Build 47.24,SHA-256 - 13898124bd9b3e5b3a9fa4736f6a9f0b04f536680c2b39835779f420bd7cb799,"Jan 23, 2020",17100,https://secureportal.citrix.com/udl.asp?DLID=17100&URL=https://downloads.citrix.com/17100/NSVPX-KVM-13.0-47.24_nc_64.tgz,NSVPX-KVM-13.0-47.24_nc_64.tgz,tgz,673 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC  VPX for GCP 13.0 Build 47.24,13.0 Build 47.24,SHA-256 - c2a18dc276a9bed33e29e20757791d3abb2659df085e4f0bd2e12d950c6437c9,"Jan 23, 2020",17102,https://secureportal.citrix.com/udl.asp?DLID=17102&URL=https://downloads.citrix.com/17102/NSVPX-GCP-13.0-47.24_nc.tar.gz,NSVPX-GCP-13.0-47.24_nc.tar.gz,gz,671 MB,adc
Citrix ADC VPX Release 13.0 - Citrix,Citrix ADC Upgrade Package - 13.0 Build 47.24 (nCore),13.0 Build 47.24,SHA-256 - 10e01cadbe3e4126752b10c2796118f9af629b548c5a991e751a340fd8b8b8fa,"Jan 23, 2020",17097,https://secureportal.citrix.com/udl.asp?DLID=17097&URL=https://downloads.citrix.com/17097/build-13.0-47.24_nc_64.tgz,build-13.0-47.24_nc_64.tgz,tgz,752 MB,adc
Citrix ADC VPX Developer Edition - Citrix,Customized XenServer for HP E-Series,NONE,MD5 - 1eb92ef788853b8bfdca573ad628cf4b,"May 24, 2018",5353,https://secureportal.citrix.com/udl.asp?DLID=5353&URL=https://downloads.citrix.com/5353/CitrixXenServer_J9647A_100917_1648.zip,CitrixXenServer_J9647A_100917_1648.zip,zip,390.6MB,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Release 13.0 Build 85.15(nCore),13.0 Build 85.15,SHA-256 - 5dc5650ed4452bf7efa69ab233e752e97db7cbc83d753f1297a84b04902082f9,"Mar 15, 2022",20563,https://secureportal.citrix.com/udl.asp?DLID=20563&URL=https://downloads.citrix.com/20563/build-13.0-85.15_nc_64.tgz,build-13.0-85.15_nc_64.tgz,tgz,857 MB,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - d8d9af7d795fa1bf77c9b071a86b6da2f832e51127ac9523dd686294d7e0ac87,"Mar 15, 2022",20561,https://secureportal.citrix.com/udl.asp?DLID=20561&URL=https://downloads.citrix.com/20561/audserver_win-13.0-85.15.zip,audserver_win-13.0-85.15.zip,zip,336 K,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - bbbce75cf78cdeaf0a3359ff6417255ce1ba4ed44bbb1c7ab2c0dd8ed71920ab,"Mar 15, 2022",20561,https://secureportal.citrix.com/udl.asp?DLID=20561&URL=https://downloads.citrix.com/20561/audserver_linux-13.0-85.15.i386.rpm,audserver_linux-13.0-85.15.i386.rpm,rpm,172 K,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - 5ce2003b2be33fb355082beb12eb51d24ad40c0ff0c6f47af3bd04f8255f62b2,"Mar 15, 2022",20561,https://secureportal.citrix.com/udl.asp?DLID=20561&URL=https://downloads.citrix.com/20561/audserver_bsd-13.0-85.15.tgz,audserver_bsd-13.0-85.15.tgz,tgz,576 K,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - fec3c45e63a319ff0f6cb62126462ef5fb9f62f234cfad115e45751b244eeb18,"Mar 15, 2022",20562,https://secureportal.citrix.com/udl.asp?DLID=20562&URL=https://downloads.citrix.com/20562/nswl_win-13.0-85.15.zip,nswl_win-13.0-85.15.zip,zip,312 K,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - 206d2b198db6f318009c8eccb7f677690a66e0ef3d70a99e9e6dc991490eddf7,"Mar 15, 2022",20562,https://secureportal.citrix.com/udl.asp?DLID=20562&URL=https://downloads.citrix.com/20562/nswl_linux-13.0-85.15.i386.rpm,nswl_linux-13.0-85.15.i386.rpm,rpm,68 K,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Weblog Clients for BSD,NONE,SHA-256 - 1ed3506c28e92169bee5ef74ada7c9a017637e7de1e3c9b6c681eb154f9ac3ca,"Mar 15, 2022",20562,https://secureportal.citrix.com/udl.asp?DLID=20562&URL=https://downloads.citrix.com/20562/nswl_bsd-13.0-85.15.tgz,nswl_bsd-13.0-85.15.tgz,tgz,76 K,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Maintenance Phase) 13.0-85.15 - Citrix,SDX Platform Software Bundle 13.0 Build 85.15,13.0 Build 85.15,SHA-256 - 519f333f5cf35deccc7a3a2a8dd6a7736e79fb2a79ebb8a4682907c8a6efeb9c,"Mar 15, 2022",20557,https://secureportal.citrix.com/udl.asp?DLID=20557&URL=https://downloads.citrix.com/20557/build-sdx-13.0-85.15.tgz,build-sdx-13.0-85.15.tgz,tgz,1.4 GB,adc
Citrix ADC CPX Release (Maintenance Phase) 13.0 Build 85.15 - Citrix,Citrix ADC CPX Docker Image 13.0 Build 85.15,13.0 Build 85.15,SHA-256 - 95b0e76ced38b45eb126ac7699cd1b52c793a59e94731d6d09009a819d2fc2ec,"Mar 15, 2022",20558,https://secureportal.citrix.com/udl.asp?DLID=20558&URL=https://downloads.citrix.com/20558/cpx-ns_13.0-85.15.gz,cpx-ns_13.0-85.15.gz,gz,901 MB,adc
Citrix ADC BLX image 13.0 Build 85.15 - Citrix,Citrix ADC BLX deb Image 13.0 Build 85.15,13.0 Build 85.15,SHA-256 - faa92f65293d5ae335de22cfce74a8db3224297c5b845e53f1226bd00651b67f,"Mar 15, 2022",20559,https://secureportal.citrix.com/udl.asp?DLID=20559&URL=https://downloads.citrix.com/20559/blx-deb-13.0-85.15.tar.gz,blx-deb-13.0-85.15.tar.gz,gz,79 MB,adc
Citrix ADC BLX image 13.0 Build 85.15 - Citrix,Citrix ADC BLX rpm Image 13.0 Build 85.15,13.0 Build 85.15,SHA-256 - b1e8741991159255c6bbe43ede3ffa11e965b775d8a6e2f011ee019938f3b4f6,"Mar 15, 2022",20560,https://secureportal.citrix.com/udl.asp?DLID=20560&URL=https://downloads.citrix.com/20560/blx-rpm-13.0-85.15.tar.gz,blx-rpm-13.0-85.15.tar.gz,gz,98 MB,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Release 13.0 Build 47.24 (nCore),13.0 Build 47.24,SHA-256 - 10e01cadbe3e4126752b10c2796118f9af629b548c5a991e751a340fd8b8b8fa,"Jan 22, 2020",17097,https://secureportal.citrix.com/udl.asp?DLID=17097&URL=https://downloads.citrix.com/17097/build-13.0-47.24_nc_64.tgz,build-13.0-47.24_nc_64.tgz,tgz,752 MB,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - 769c4873dfb1161455577e24be6eb2f7653bc93b816bc9035d711b5f723d83c8 ,"Jan 23, 2020",17103,https://secureportal.citrix.com/udl.asp?DLID=17103&URL=https://downloads.citrix.com/17103/AuditServer-Windows-13.0-47.24.zip,AuditServer-Windows-13.0-47.24.zip,zip,328 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - 550b4d696017dd3db97bd306d144004fd15f5d98df05cefcfcae8644f07e7bd6,"Jan 23, 2020",17103,https://secureportal.citrix.com/udl.asp?DLID=17103&URL=https://downloads.citrix.com/17103/AuditServer-Linux-13.0-47.24.zip,AuditServer-Linux-13.0-47.24.zip,zip,524 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - 4767c3fc87362f296529e02b97462dfc13aa52c5e05ad12ced969498be7f90f4,"Jan 23, 2020",17103,https://secureportal.citrix.com/udl.asp?DLID=17103&URL=https://downloads.citrix.com/17103/AuditServer-FreeBSD-13.0-47.24.zip,AuditServer-FreeBSD-13.0-47.24.zip,zip,1.5 M,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - : 3127a33c92f6759b2e81938b3e50df87a93428efd24a05ac47df5be9c4872e99,"Jan 23, 2020",17104,https://secureportal.citrix.com/udl.asp?DLID=17104&URL=https://downloads.citrix.com/17104/Weblog-Windows-13.0-47.24.zip,Weblog-Windows-13.0-47.24.zip,zip,312 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - b985c957a1f63f6f4d21618b25095c37b8fccd9ed79ac19c4e0c828fa9bb6d99,"Jan 23, 2020",17104,https://secureportal.citrix.com/udl.asp?DLID=17104&URL=https://downloads.citrix.com/17104/Weblog-Linux-13.0-47.24.zip,Weblog-Linux-13.0-47.24.zip,zip,308 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,Weblog Clients for BSD,NONE,SHA-256 - aa273692c0da9c6d060c4ed03dfa3b8d666ab3e531f75e102d06c3105eb4bf7c,"Jan 22, 2020",17104,https://secureportal.citrix.com/udl.asp?DLID=17104&URL=https://downloads.citrix.com/17104/Weblog-FreeBSD-13.0-47.24.zip,Weblog-FreeBSD-13.0-47.24.zip,zip,789 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Feature Phase) 13.0 Build 47.24 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Feature Phase) 13.0-47.22 - Citrix,SDX Platform Software Bundle 13.0 Build 47.22,13.0 Build 47.22,SHA-256 - 5a604bdbcf030dec68e95cbd2c022d9f8083a346f1afbda1999c9a4354cbbde9,"Dec 9, 2019",16885,https://secureportal.citrix.com/udl.asp?DLID=16885&URL=https://downloads.citrix.com/16885/build-sdx-13.0-47.22.tgz,build-sdx-13.0-47.22.tgz,tgz,1.3 GB,adc
Citrix ADC CPX Release (Feature Phase) 13.0 Build 47.22 - Citrix,Citrix ADC CPX Docker Image 13.0 Build 47.22,13.0 Build 47.22,SHA-256 - 6bbf3936cfccc2ef5a288f43829923fdb11936e4722563097fa9d1515cd0080f,"Dec 9, 2019",16886,https://secureportal.citrix.com/udl.asp?DLID=16886&URL=https://downloads.citrix.com/16886/cpx-ns_13.0-47.22.gz,cpx-ns_13.0-47.22.gz,gz,521 MB,adc
Citrix ADC BLX image 13.0 Build 47.22 - Citrix,Citrix ADC BLX deb Image 13.0 Build 41.28,13.0 Build 41.28,SHA-256 - d536b04451d6e3b06f98f46bac8c7ed1b05e1fed1f52f2123ad5c90f1d8f134c,"Dec 9, 2019",16812,https://secureportal.citrix.com/udl.asp?DLID=16812&URL=https://downloads.citrix.com/16812/blx-13.0-47.22.tgz,blx-13.0-47.22.tgz,tgz,137 MB,adc
Citrix ADC BLX image 13.0 Build 47.22 - Citrix,Citrix ADC BLX rpm Image 13.0 Build 47.22,13.0 Build 47.22,SHA-256 - d536b04451d6e3b06f98f46bac8c7ed1b05e1fed1f52f2123ad5c90f1d8f134c,"Dec 9, 2019",16812,https://secureportal.citrix.com/udl.asp?DLID=16812&URL=https://downloads.citrix.com/16812/blx-13.0-47.22.tgz,blx-13.0-47.22.tgz,tgz,137 MB,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Release 13.0 Build 52.24 (nCore),13.0 Build 52.24,SHA-256 - c4fa188836668f8921a1345513a85c50e5d20bd6f7ccd95a3e564e814293ff4f,"Mar 24, 2020",17198,https://secureportal.citrix.com/udl.asp?DLID=17198&URL=https://downloads.citrix.com/17198/build-13.0-52.24_nc_64.tgz,build-13.0-52.24_nc_64.tgz,tgz,779 MB,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Audit Server Utilities for Windows,NONE,SHA-256 - 0067fcc1edfb5d842428f69276793feee84aab39533a49130a75a3a23bb2aca9,"Mar 24, 2020",17225,https://secureportal.citrix.com/udl.asp?DLID=17225&URL=https://downloads.citrix.com/17225/audserver_win-13.0-52.24.zip,audserver_win-13.0-52.24.zip,zip,328 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Audit Server Utilities for Linux,NONE,SHA-256 - 8499ab749e06ddc7246885180dda63b9ab34434128ade349e81a94d52f83e9db,"Mar 24, 2020",17225,https://secureportal.citrix.com/udl.asp?DLID=17225&URL=https://downloads.citrix.com/17225/audserver_linux-13.0-52.24.i386.rpm,audserver_linux-13.0-52.24.i386.rpm,rpm,168 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Audit Server Utilities for BSD,NONE,SHA-256 - 052f68715d1a305ba2170f4bc3cb9812c609fc16149ac4ff2a697f36d898e61e,"Mar 24, 2020",17225,https://secureportal.citrix.com/udl.asp?DLID=17225&URL=https://downloads.citrix.com/17225/audserver_bsd-13.0-52.24.tgz,audserver_bsd-13.0-52.24.tgz,tgz,564 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Weblog Clients for Windows,NONE,SHA-256 - : 49d918fcfb9928b58ebd1597e4cc9eaaf2aa9edb9dbcc96e3d9813366145a824,"Mar 24, 2020",17226,https://secureportal.citrix.com/udl.asp?DLID=17226&URL=https://downloads.citrix.com/17226/nswl_win-13.0-52.24.zip,nswl_win-13.0-52.24.zip,zip,312 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Weblog Clients for Linux,NONE,SHA-256 - 9ead5b79451adf86b39868b5c2ccffe0efed1ead40acd8a06867142fc97e6181,"Mar 24, 2020",17226,https://secureportal.citrix.com/udl.asp?DLID=17226&URL=https://downloads.citrix.com/17226/nswl_linux-13.0-52.24.i386.rpm,nswl_linux-13.0-52.24.i386.rpm,rpm,68 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,Weblog Clients for BSD,NONE,SHA-256 - b8ad5655e543e9b58088399bc014bc951f48d97d74a9e32982d03cccbaac2eea,"Mar 24, 2020",17226,https://secureportal.citrix.com/udl.asp?DLID=17226&URL=https://downloads.citrix.com/17226/nswl_bsd-13.0-52.24.tgz,nswl_bsd-13.0-52.24.tgz,tgz,76 K,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,FIPS Firmware Version 2.2-130013,2.2,SHA-256 - 0926C8A1BDBE8D678DBEF1600D45AE18A308D4524782BB6D0A234D194BB5BC38,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013,CN16XX-NFBE-FW-2.2-130013,2-130013,26 MB,adc
Citrix ADC Release (Feature Phase) 13.0 Build 52.24 - Citrix,FIPS Firmware Version 2.2 Signature File,2.2,SHA-256 - 0C1CFA0DE318ADB55BD32B4B4AA7059C7F120674C90A84B767DACAC718F53CF2,"Sep 13, 2016",11245,https://secureportal.citrix.com/udl.asp?DLID=11245&URL=https://downloads.citrix.com/11245/CN16XX-NFBE-FW-2.2-130013.sign,CN16XX-NFBE-FW-2.2-130013.sign,sign,1 KB,adc
SDX Bundle (Feature Phase) 13.0-52.24 - Citrix,SDX Platform Software Bundle 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - 88008b094d8b44978aac7f1fbd579c675837d37743b588c69ab7dd42da524133,"Mar 24, 2020",17222,https://secureportal.citrix.com/udl.asp?DLID=17222&URL=https://downloads.citrix.com/17222/build-sdx-13.0-52.24.tgz,build-sdx-13.0-52.24.tgz,tgz,1.3 GB,adc
Citrix ADC CPX Release (Feature Phase) 13.0 Build 52.24 - Citrix,Citrix ADC CPX Docker Image 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - 779531967205f11913bb074bd25548a01c4c36c0e3850453cf231f469d176bcf,"Mar 24, 2020",17223,https://secureportal.citrix.com/udl.asp?DLID=17223&URL=https://downloads.citrix.com/17223/cpx-ns_13.0-52.24.gz,cpx-ns_13.0-52.24.gz,gz,760 MB,adc
Citrix ADC BLX image 13.0 Build 52.24 - Citrix,Citrix ADC BLX deb Image 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - 07791c9f40da7471a2bf0cd2cf94e172bfb3d6da0b5d779eacf8db25ccce5180,"Mar 24, 2020",17227,https://secureportal.citrix.com/udl.asp?DLID=17227&URL=https://downloads.citrix.com/17227/blx-deb-13.0-52.24.tar.gz,blx-deb-13.0-52.24.tar.gz,gz,65 MB,adc
Citrix ADC BLX image 13.0 Build 52.24 - Citrix,Citrix ADC BLX rpm Image 13.0 Build 52.24,13.0 Build 52.24,SHA-256 - d2886b4c725564df8450fe06f1ba4a794f57bf838d37669af7a53197f249cbba,"Mar 24, 2020",17227,https://secureportal.citrix.com/udl.asp?DLID=17227&URL=https://downloads.citrix.com/17227/blx-rpm-13.0-52.24.tar.gz,blx-rpm-13.0-52.24.tar.gz,gz,76 MB,adc
